,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Volume,Wallet,Sell,Buy
3010,2020-12-07,4.94227,4.94227,4.85479,4.89858,2475.2562163241,0.0,3525.617127881175,,
3011,2020-12-08,4.85479,4.94227,4.85479,4.94227,1623.496216287,0.0,3525.617127881175,,
3012,2020-12-09,4.94227,4.98606,4.89858,4.98606,6460.0021624438,707.0948058950704,3525.617127881175,,4.98606
3013,2020-12-10,4.98606,4.98606,4.89858,4.94227,5051.3643245445,707.0948058950704,3494.6534463310295,,
3014,2020-12-11,4.89858,4.98606,4.89858,4.94227,3105.5805406759,707.0948058950704,3494.6534463310295,,
3015,2020-12-14,4.94227,4.94227,4.89858,4.94227,1906.3200000831,707.0948058950704,3494.6534463310295,,
3016,2020-12-15,4.94227,4.94227,4.85479,4.94227,2746.0216217413,707.0948058950704,3494.6534463310295,,
3017,2020-12-16,4.94227,4.94227,4.89858,4.94227,6227.6043245958,707.0948058950704,3494.6534463310295,,
3018,2020-12-17,4.94227,4.98606,4.94227,4.94227,384.77189190866,707.0948058950704,3494.6534463310295,,
3019,2020-12-18,4.89858,4.94227,4.89858,4.94227,5226.7589191468,707.0948058950704,3494.6534463310295,,
3020,2020-12-21,4.98606,4.98606,4.85479,4.89858,5798.9837840366,0.0,3463.760474261474,4.89858,
3021,2020-12-22,4.89858,4.94227,4.85479,4.89858,4486.8129731686,0.0,3463.760474261474,,
3022,2020-12-23,4.94227,4.94227,4.85479,4.89858,4994.3610812988,0.0,3463.760474261474,,
3023,2020-12-28,4.94227,4.94227,4.89858,4.94227,2193.5286487443,700.8440401397484,3463.760474261474,,4.94227
3024,2020-12-29,4.89858,4.98606,4.89858,4.98606,7318.3394597785,700.8440401397484,3494.450434779194,,
3025,2020-12-30,4.94227,4.98606,4.94227,4.98606,2236.2810811786,700.8440401397484,3494.450434779194,,
3026,2021-01-04,4.98606,4.98606,4.94227,4.98606,8289.5870273884,700.8440401397484,3494.450434779194,,
3027,2021-01-05,4.98606,4.98606,4.94227,4.98606,4812.389189399,700.8440401397484,3494.450434779194,,
3028,2021-01-07,4.98606,5.07345,4.98606,5.07345,6233.0854056771,700.8440401397484,3555.6971954470064,,
3029,2021-01-08,5.07345,5.07345,4.85479,4.98606,28388.711352589,700.8440401397484,3494.450434779194,,
3030,2021-01-11,4.98606,5.02975,4.89858,5.02975,2344.8064865887,700.8440401397484,3525.070310892899,,
3031,2021-01-12,5.02975,5.02975,4.94227,5.02975,8632.702703079,700.8440401397484,3525.070310892899,,
3032,2021-01-13,5.02975,5.02975,4.85479,5.02975,5120.4259461691,700.8440401397484,3525.070310892899,,
3033,2021-01-14,5.02975,5.07345,4.98606,5.02975,4049.4227028792,700.8440401397484,3525.070310892899,,
3034,2021-01-15,5.02975,5.07345,5.02975,5.07345,246.6486486594,700.8440401397484,3555.6971954470064,,
3035,2021-01-18,5.07345,5.07345,4.94227,5.02975,646.76756759576,700.8440401397484,3525.070310892899,,
3036,2021-01-19,5.02975,5.02975,4.98606,5.02975,1314.3632433005,700.8440401397484,3525.070310892899,,
3037,2021-01-20,5.02975,5.02975,4.98606,5.02975,3046.3848649977,700.8440401397484,3525.070310892899,,
3038,2021-01-21,5.02975,5.07345,4.98606,5.02975,2720.8086487672,700.8440401397484,3525.070310892899,,
3039,2021-01-22,5.07345,5.07345,5.02975,5.07345,2727.3859460648,700.8440401397484,3555.6971954470064,,
3040,2021-01-25,5.02975,5.07345,5.02975,5.07345,618.2659459729,700.8440401397484,3555.6971954470064,,
3041,2021-01-26,5.07345,5.07345,4.98606,5.07345,394.63783785504,700.8440401397484,3555.6971954470064,,
3042,2021-01-27,5.02975,5.07345,5.02975,5.07345,2058.6940541438,700.8440401397484,3555.6971954470064,,
3043,2021-01-28,5.02975,5.02975,4.98606,5.02975,537.14594596936,700.8440401397484,3525.070310892899,,
3044,2021-01-29,5.02975,5.02975,4.98606,5.02975,677.46162165115,0.0,3525.070310892899,5.02975,
3045,2021-02-01,5.07345,5.07345,4.98606,5.07345,953.70810814968,0.0,3525.070310892899,,
3046,2021-02-02,4.98606,5.07345,4.98606,5.07345,82.2162162198,0.0,3525.070310892899,,
3047,2021-02-03,5.02975,5.07345,4.89858,5.02975,7654.8778381715,0.0,3525.070310892899,,
3048,2021-02-04,4.94227,5.07345,4.89858,4.89858,6934.6637840861,0.0,3525.070310892899,,
3049,2021-02-05,4.89858,4.98606,4.89858,4.98606,2094.8691892805,0.0,3525.070310892899,,
